company_original,company_processed,matched_assignee_original,matched_assignee_processed,similarity_score,valid_match,notes
AIR INDUSTRIES GROUP INC,air industries,AIR Industries LLC,air industries,1.0,True,
AIR METHODS CORP,air methods,Air Methods Corporation International,air methods,1.0,True,
AIR PACKAGING TECHNOLOGY INC,air packaging technology,"Air Packaging Technologies, Inc.",air packaging technologies,0.9893571138381958,True,
AIR PRODUCTS & CHEMICALS INC,air products chemicals,"Air Products and Chemicals, Inc.",air products chemicals,0.9999998807907104,True,
AIR T INC,air t,"Air T, Inc.",air t,1.0,True,
AIR WATER INTERNATIONAL CORP,air water,Air Water Inc.,air water,0.9999998211860657,True,
AIRBNB INC,airbnb,"Airbnb, Inc.",airbnb,1.0,True,
AIRBORNE INC,airborne,Airborne International Holdings LLC,airborne,1.0,True,
AIRBOSS OF AMERICA CORP,airboss america,AirBoss of America Corp.,airboss america,1.0,True,
AIRCO INC,airco,"Airco, Inc.",airco,1.0,True,
AIRGAIN INC,airgain,"Airgain, Inc.",airgain,1.0,True,
AIRNET COMMUNICATIONS CORP,airnet communications,AIRNET COMMUNICATIONS CORPORATION,airnet communications,1.0,True,
AIRPAX ELECTRONICS INC,airpax electronics,"Airpax Electronics, Inc.",airpax electronics,0.9999999403953552,True,
AIRSPAN NETWORKS HOLDINGS IN,airspan networks in,AIRSPAN NETWORKS INC.,airspan networks,0.9622237682342529,True,
AIRTECH INTERNATIONAL GROUP,airtech,"Airtech Group, Inc.",airtech,1.0,True,
AIRTOUCH COMMUNICATIONS INC,airtouch communications,"AirTouch Communications, Inc.",airtouch communications,1.0,True,
AIRTRAX INC,airtrax,"Airtrax, Inc.",airtrax,1.0,True,
AIRVANA INC,airvana,Airvana LP,airvana,1.0,True,
AIRWICK INDUSTRIES INC,airwick industries,"Airwick Industries, Inc.",airwick industries,1.0,True,
AIRXCEL INC,airxcel,"Airxcel, Inc.",airxcel,1.0,True,
AIXTRON SE,aixtron se,AIXTRON SE,aixtron se,1.0,True,
AJAX MAGNETHERMIC CORP,ajax magnethermic,Ajax Magnethermic Corporation,ajax magnethermic,1.0,True,
AK STEEL HOLDING CORP,ak steel,AK Steel Corporation,ak steel,1.0,True,
AKAMAI TECHNOLOGIES INC,akamai technologies,"Akamai Technologies, Inc.",akamai technologies,1.0,True,
AKEBIA THERAPEUTICS INC,akebia therapeutics,"Akebia Therapeutics, Inc.",akebia therapeutics,1.0,True,
AKERS BIOSCIENCES INC,akers biosciences,"Akers Biosciences, Inc.",akers biosciences,1.0,True,
AKI HOLDING CORP,aki,"AKI, Inc.",aki,1.0,True,
AKOUOS INC,akouos,"Akouos, Inc.",akouos,0.9999998807907104,True,
AKSYS LTD,aksys,AKsys GmbH,aksys,1.0,True,
AKZONA,akzona,Akzona Incorporated,akzona,1.0,True,
ALABAMA POWER CO,alabama power,Alabama Power Company,alabama power,1.0,True,
ALADDIN KNOWLEDGE SYSTEM LTD,aladdin knowledge system,Aladdin Knowledge Systems Ltd.,aladdin knowledge systems,0.9703366756439209,True,
ALAMO GROUP INC,alamo,Alamo Group Inc.,alamo,1.0,True,
ALANTEC CORP,alantec,Alantec Corporation,alantec,0.9999998807907104,True,
ALARIS MEDICAL SYSTEMS INC,alaris medical systems,"Alaris Medical Systems, Inc.",alaris medical systems,1.0,True,
ALARM.COM HOLDINGS INC,alarm com,Alarm.com Incorporated,alarm com,1.0,True,
ALARMFORCE INDUSTRIES INC,alarmforce industries,Alarmforce Industries Inc.,alarmforce industries,1.0,True,
ALASKA AIRLINES INC,alaska airlines,"Alaska Airlines, Inc.",alaska airlines,1.0,True,
ALBA-WALDENSIAN INC,alba waldensian,"Alba-Waldensian, Inc.",alba waldensian,1.0,True,
ALBEMARLE CORP,albemarle,Albemarle Corporation,albemarle,1.0,True,
ALBERTO-CULVER CO,alberto culver,Alberto Culver Company,alberto culver,0.9999998211860657,True,
ALBIREO PHARMA INC,albireo pharma,"Albireo Pharma, Inc.",albireo pharma,1.0,True,
ALCAN INC,alcan,Alcan International Limited,alcan,1.0,True,
ALCATEL ADS OPTRONICS,alcatel ads optronics,ALCATEL OPTRONICS,alcatel optronics,0.9507262706756592,True,
ALCATEL CANADA INC,alcatel canada,Alcatel Canada Inc.,alcatel canada,0.9999999403953552,True,
ALCATEL-LUCENT,alcatel lucent,Alcatel Lucent,alcatel lucent,1.0,True,
ALCIDE CORP,alcide,Alcide Corporation,alcide,0.9999996423721313,True,
ALCOA CORP,alcoa,ALCOA INC.,alcoa,1.0,True,
ALCOA CORP,alcoa,ALCOA INC.,alcoa,1.0,True,
ALCOA CORP,alcoa,ALCOA INC.,alcoa,1.0,True,
ALCOBRA LTD,alcobra,Alcobra Ltd.,alcobra,1.0,True,
ALCOHOL SENSORS INTL LTD,alcohol sensors,"Alcohol Sensors International, Ltd.",alcohol sensors,1.0,True,
ALCOLAC INC,alcolac,"Alcolac, Inc.",alcolac,1.0,True,
ALCON INC,alcon,Alcon International Limited,alcon,0.9999998807907104,True,
ALCON LABORATORIES INC,alcon laboratories,"Alcon Laboratories, Inc.",alcon laboratories,1.0,True,
ALDEN ELECTRONICS INC,alden electronics,"Alden Electronics, Inc.",alden electronics,1.0,True,
ALDEN PRESS CO,alden press,"Alden Press, Inc.",alden press,0.9999998807907104,True,
ALDER BIOPHARMACEUTICALS INC,alder biopharmaceuticals,"ALDER BIOPHARMACEUTICALS, INC.",alder biopharmaceuticals,0.9999998807907104,True,
ALDEYRA THERAPEUTICS INC,aldeyra therapeutics,"Aldeyra Therapeutics, Inc.",aldeyra therapeutics,1.0,True,
ALDILA INC,aldila,"Aldila, Inc.",aldila,1.0,True,
ALDON INDUSTRIES INC,aldon industries,"Aldon Industries, Inc.",aldon industries,1.0,True,
ALDRICH CHEMICAL INC,aldrich chemical,"Aldrich Chemical Company, Inc.",aldrich chemical,0.9999998807907104,True,
ALDUS CORP,aldus,Aldus Corporation,aldus,1.0,True,
ALECTOR INC,alector,Alector LLC,alector,0.9999998211860657,True,
ALERE INC,alere,Alere International,alere,1.0,True,
ALERIS CORP,aleris,"Aleris, LLC",aleris,1.0,True,
ALEXION PHARMACEUTICALS INC,alexion pharmaceuticals,"Alexion Pharmaceuticals, Inc.",alexion pharmaceuticals,1.0,True,
ALFA CORP,alfa,"Alfa Co., Ltd.",alfa,0.9999999403953552,True,
ALFI INC,alfi,"Alfi International, Inc.",alfi,1.0,True,
ALGOMA STEEL GROUP INC,algoma steel,Algoma Steel Inc.,algoma steel,1.0,True,
ALGOREX CORP,algorex,"Algorex, Inc.",algorex,1.0,True,
ALGOS PHARMACEUTICAL CORP,algos pharmaceutical,Algos Pharmaceutical Corporation,algos pharmaceutical,0.9999999403953552,True,
ALIGN TECHNOLOGY INC,align technology,"Align Technology, Inc.",align technology,1.0,True,
ALIGN-RITE INTERNATIONAL INC,align rite,Align-Rite Corporation,align rite,1.0,True,
ALIGOS THERAPEUTICS INC,aligos therapeutics,"Aligos Therapeutics, Inc.",aligos therapeutics,1.0,True,
ALIMERA SCIENCES INC,alimera sciences,"Alimera Sciences, Inc.",alimera sciences,1.0,True,
ALION SCIENCE AND TECHNOLOGY,alion science technology,Alion Science and Technology Corporation,alion science technology,0.9999996423721313,True,
ALKAMI TECHNOLOGY INC,alkami technology,"Alkami Technology, Inc.",alkami technology,0.9999998807907104,True,
ALKERMES PLC,alkermes,"Alkermes, Inc.",alkermes,1.0,True,
ALL AMERICAN GROUP INC,all american,All American Inc.,all american,1.0,True,
ALL AMERICAN INDUSTRIES INC,all american industries,"All American Industries, Inc.",all american industries,0.9999999403953552,True,
ALL AMERICAN SEMICONDUCTOR,all american semiconductor,"American Semiconductor, Inc.",american semiconductor,0.9607396125793457,True,
ALLAKOS INC,allakos,"Allakos, Inc.",allakos,1.0,True,
ALLBIRDS INC,allbirds,"ALLBIRDS, INC.",allbirds,1.0,True,
ALLEGHENY & WESTERN ENERGY,allegheny western energy,"Allegheny Energy, Inc.",allegheny energy,0.9553765058517456,True,
ALLEGHENY ENERGY INC,allegheny energy,"Allegheny Energy, Inc.",allegheny energy,1.0,True,
ALLEGHENY LUDLUM CORP,allegheny ludlum,Allegheny Ludlum Corporation,allegheny ludlum,1.0,True,
ALLEGIANCE CORP,allegiance,ALLEGIANCE CORPORATION,allegiance,1.0,True,
ALLEGION PLC,allegion,"Allegion, Inc.",allegion,0.9999998807907104,True,
ALLEGRO MICROSYSTEMS INC,allegro microsystems,"Allegro MicroSystems, LLC",allegro microsystems,1.0,True,
ALLELIX BIOPHARMACEUTICAL,allelix biopharmaceutical,"Allelix BioPharmaceuticals, Inc.",allelix biopharmaceuticals,0.9618139266967773,True,
ALLEN TELECOM INC,allen telecom,Allen Telecom LLC,allen telecom,0.9999999403953552,True,
ALLEN-VANGUARD CORP,allen vanguard,ALLEN-VANGUARD CORPORATION,allen vanguard,1.0,True,
ALLENA PHARMACEUTICALS,allena pharmaceuticals,"Allena Pharmaceuticals, Inc.",allena pharmaceuticals,1.0,True,
ALLERGAN PHARMACEUTICALS INC,allergan pharmaceuticals,"Allergan Pharmaceuticals, Inc.",allergan pharmaceuticals,1.0,True,
ALLERGY RESEARCH GROUP INC,allergy research,"Allergy Research Group, LLC",allergy research,0.9999995231628418,True,
ALLIANCE FIBER OPTIC PRODUCT,alliance fiber optic product,"Alliance Fiber Optic Products, Inc.",alliance fiber optic products,0.9860812425613403,True,
ALLIANCE LAUNDRY SYSTEMS LLC,alliance laundry systems,Alliance Laundry Systems LLC,alliance laundry systems,1.0,True,
ALLIANCE PHARMACEUTICAL,alliance pharmaceutical,Alliance Pharmaceutical Corp.,alliance pharmaceutical,1.0,True,
ALLIED PRODUCTS,allied products,Allied Products Corporation,allied products,0.9999998211860657,True,
ALLIED TECHNOLOGY INC,allied technology,"Allied Technology Group, Inc.",allied technology,1.0,True,
ALLIED THERMAL CORP,allied thermal,Allied Thermal Corporation,allied thermal,1.0,True,
ALLIS-CHALMERS ENERGY INC,allis chalmers energy,"Allis-Chalmers Energy, Inc.",allis chalmers energy,0.9999998807907104,True,
ALLOGENE THERAPEUTICS,allogene therapeutics,"Allogene Therapeutics, Inc.",allogene therapeutics,1.0,True,
ALLON THERAPEUTICS INC,allon therapeutics,"Allon Therapeutics, Inc.",allon therapeutics,0.9999997019767761,True,
ALLOS THERAPEUTICS INC,allos therapeutics,"Allós Therapeutics, Inc.",allós therapeutics,1.0,True,
ALLOT LTD,allot,Allot Ltd.,allot,1.0,True,
ALLOVIR INC,allovir,"AlloVir, Inc.",allovir,1.0,True,
ALLOY INC,alloy,"Alloy Holdings, LLC",alloy,1.0,True,
ALLRIGHT AUTO PARKS INC,allright auto parks,"Allright Auto Parks, Inc.",allright auto parks,1.0,True,
ALLTEL CORP,alltel,Alltel Corporation,alltel,1.0,True,
ALLURION TECHNOLOGIES INC,allurion technologies,"Allurion Technologies, Inc.",allurion technologies,0.9999999403953552,True,
ALLWASTE INC,allwaste,"Allwaste, Inc.",allwaste,1.0,True,
ALLY FINANCIAL INC,ally financial,Ally Financial Inc.,ally financial,1.0,True,
ALNYLAM PHARMACEUTICALS INC,alnylam pharmaceuticals,"Alnylam Pharmaceuticals, Inc.",alnylam pharmaceuticals,0.9999998807907104,True,
ALOHA INC,aloha,ALOHA CORPORATION,aloha,1.0,True,
ALPEX COMPUTER CORP,alpex computer,Alpex Computer Corp.,alpex computer,0.9999998807907104,True,
ALPHA BETA TECHNOLOGY INC,alpha beta technology,"Alpha-Beta Technology, Inc.",alpha beta technology,0.9999998807907104,True,
ALPHA INNOTECH CORP,alpha innotech,Alpha Innotech Corporation,alpha innotech,1.0,True,
ALPHA PRO TECH LTD,alpha pro tech,Alpha Pro Tech Inc.,alpha pro tech,0.9999999403953552,True,
ALPHA SOLARCO INC,alpha solarco,Alpha Solarco Inc.,alpha solarco,0.9999998807907104,True,
ALPHA TAU MEDICAL LTD,alpha tau medical,ALPHA TAU MEDICAL LTD.,alpha tau medical,1.0,True,
ALPHA TECHNOLOGIES GROUP INC,alpha technologies,ALPHA TECHNOLOGIES LTD.,alpha technologies,1.0,True,
ALPHA TECHNOLOGY GROUP LTD,alpha technology,"Alpha Technology, LLC",alpha technology,0.9999999403953552,True,
ALPHA-EN CORP,alpha en,ALPHA-EN CORPORATION,alpha en,1.0,True,
ALPHABET INC,alphabet,"Alphabet, Inc.",alphabet,1.0,True,
ALPHANET TELECOM INC,alphanet telecom,Alphanet Telecom Inc.,alphanet telecom,0.9999999403953552,True,
ALPHASMART INC,alphasmart,"AlphaSmart, Inc.",alphasmart,0.9999999403953552,True,
ALPHATEC HOLDINGS INC,alphatec,Alphatec Ltd.,alphatec,1.0,True,
ALPHATYPE CORP,alphatype,Alphatype Corporation,alphatype,0.9999998807907104,True,
ALPINE GROUP INC,alpine,Alpine International Corporation,alpine,1.0,True,
ALPINE IMMUNE SCIENCES INC,alpine immune sciences,"Alpine Immune Sciences, Inc.",alpine immune sciences,1.0,True,
ALPINE LACE BRANDS INC,alpine lace brands,"Alpine Lace Brands, Inc.",alpine lace brands,1.0,True,
ALPINE OIL SERVICES CORP,alpine oil services,Alpine Oil Services Inc.,alpine oil services,1.0,True,
ALPNET INC,alpnet,Alpnet Corporation,alpnet,1.0,True,
ALSERES PHARMACEUTICALS INC,alseres pharmaceuticals,"Alseres Pharmaceuticals, Inc.",alseres pharmaceuticals,1.0,True,
ALSET INC,alset,Alset Corporation,alset,1.0,True,
ALSIUS CORP,alsius,Alsius Corporation,alsius,1.0,True,
ALSTOM SA,alstom,Alstom SA,alstom,1.0,True,
ALTABA INC,altaba,Altaba INC.,altaba,1.0,True,
ALTAIR ENGINEERING INC,altair engineering,"Altair Engineering, Inc.",altair engineering,0.9999997615814209,True,
ALTAIR NANOTECHNOLOGIES INC,altair nanotechnologies,"Altair Nanomaterials, Inc.",altair nanomaterials,0.9529132843017578,True,
ALTANA AG,altana,ALTANA AG,altana,0.9999998807907104,True,
ALTAREX MEDICAL CORP,altarex medical,AltaRex Medical Corp.,altarex medical,1.0,True,
ALTEC CORP,altec,"Altec, Inc.",altec,1.0,True,
ALTEON WEBSYSTEMS INC,alteon websystems,Alteon Websystems,alteon websystems,1.0,True,
ALTER NRG CORP,alter nrg,ALTER NRG CORP.,alter nrg,1.0,True,
ALTERA CORP,altera,"Altera International, LTD.",altera,1.0,True,
ALTERITY THERAPEUTICS LTD,alterity therapeutics,Alterity Therapeutics Limited,alterity therapeutics,0.9999998807907104,True,
ALTERNATE ENERGY CORP,alternate energy,Alternate Energy Corporation,alternate energy,0.9999998807907104,True,
ALTERNATIVE RESOURCES CORP,alternative resources,Alternative Resources Corporation,alternative resources,0.9999997615814209,True,
ALTERYX INC,alteryx,"Alteryx, Inc.",alteryx,0.9999998807907104,True,
ALTEX INDUSTRIES INC,altex industries,Altex Industries Inc.,altex industries,0.9999998807907104,True,
ALTIGEN COMMUNICATIONS INC,altigen communications,"Altigen Communications, Inc.",altigen communications,0.9999997615814209,True,
ALTIMMUNE INC,altimmune,Altimmune Inc.,altimmune,1.0,True,
ALTIRIS INC,altiris,"Altiris, Inc.",altiris,1.0,True,
ALTON PACKAGING CORP,alton packaging,Alton Packaging Corporation,alton packaging,1.0,True,
ALTRON INC,altron,Altron Corporation,altron,1.0,True,
ALUMAX INC,alumax,Alumax Inc.,alumax,1.0,True,
ALUMINUM CORP CHINA LTD,aluminum china,ALUMINUM CORPORATION OF CHINA LIMITED,aluminum china,1.0,True,
ALUMIS INC,alumis,Alumis Inc.,alumis,1.0,True,
ALVARION LTD,alvarion,Alvarion Ltd.,alvarion,1.0,True,
ALYN CORP,alyn,Alyn Corporation,alyn,0.9999999403953552,True,
ALYSIS TECHNOLOGIES INC,alysis technologies,"Alysis Technologies, Inc.",alysis technologies,1.0,True,
ALZA CORP,alza,ALZA CORPORATION,alza,0.9999998807907104,True,
AM COMMUNICATIONS INC,am communications,"AM Communications, Inc.",am communications,1.0,True,
AM GENERAL CORP,am general,AM General LLC,am general,1.0,True,
AMAG PHARMACEUTICALS INC,amag pharmaceuticals,"AMAG PHARMACEUTICALS, INC.",amag pharmaceuticals,1.0,True,
AMALGAMATED SUGAR CO,amalgamated sugar,"The Amalgamated Sugar Company, LLC.",amalgamated sugar,1.0,True,
AMANDA CO INC,amanda,"AMANDA COMPANY, LIMITED",amanda,1.0,True,
AMARIN CORPORATION PLC,amarin,Amarin Corporation Plc.,amarin,1.0,True,
AMATI COMMUNICATIONS CORP,amati communications,Amati Communications Corporation,amati communications,1.0,True,
AMAX INC,amax,Amax Inc.,amax,0.9999997615814209,True,
AMAZON.COM INC,amazon com,"Amazon.com, Inc.",amazon com,1.0,True,
AMBAC INDUSTRIES INC,ambac industries,"Ambac Industries, Incorporated",ambac industries,1.0,True,
AMBAR INC,ambar,"Ambar, Inc.",ambar,1.0,True,
AMBARELLA INC,ambarella,Ambarella International LP,ambarella,1.0,True,
AMBIENT CORP,ambient,Ambient LLC,ambient,1.0,True,
AMBIT BIOSCIENCES CORP,ambit biosciences,AMBIT BIOSCIENCES CORP.,ambit biosciences,1.0,True,
AMBRILIA BIOPHARMA INC,ambrilia biopharma,"Ambrilia Biopharma, Inc.",ambrilia biopharma,1.0,True,
AMBRIT INC,ambrit,"Ambrit, Inc.",ambrit,0.9999998211860657,True,
AMC ENTERTAINMENT HOLDINGS,amc entertainment,AMC Network Entertainment LLC,amc network entertainment,0.9622573852539062,True,
AMC ENTERTAINMENT HOLDINGS,amc entertainment,AMC Network Entertainment LLC,amc network entertainment,0.9622573852539062,True,
AMCA INTERNATIONAL LTD,amca,AMCA International Corporation,amca,1.0,True,
AMCAST INDUSTRIAL CORP,amcast industrial,Amcast Industrial Corporation,amcast industrial,1.0,True,
AMCOL INTERNATIONAL CORP,amcol,AMCOL Corporation,amcol,1.0,True,
AMCOR PLC,amcor,Amcor International Ltd.,amcor,1.0,True,
AMCORD INC,amcord,"Amcord, Inc.",amcord,0.9999998807907104,True,
AMDAHL CORP,amdahl,Amdahl Corporation,amdahl,1.0,True,
AMDOCS,amdocs,"AMDOCS, INC.",amdocs,1.0,True,
AMECO INC,ameco,AMECO Corporation,ameco,0.9999998807907104,True,
AMEREN CORP,ameren,Ameren Corporation,ameren,1.0,True,
AMERICA GREAT HEALTH,america great health,America Great Health,america great health,1.0,True,
AMERICA SERVICE GROUP INC,america service,"AMERICA SERVICE GROUP, INC.",america service,1.0,True,
AMERICAN ACCESS TECHNOLOGIES,american access technologies,"American Access Technologies, Inc.",american access technologies,0.9999999403953552,True,
AMERICAN AIR FILTER INC,american air filter,"AMERICAN AIR FILTER COMPANY, INC.",american air filter,1.0,True,
AMERICAN AIRLINES INC,american airlines,"AMERICAN AIRLINES, INC.",american airlines,1.0,True,
AMERICAN AIRLINES INC,american airlines,"AMERICAN AIRLINES, INC.",american airlines,1.0,True,
AMERICAN ALLOYS CORP,american alloys,"American Alloys, Inc.",american alloys,1.0,True,
AMERICAN BANKNOTE CORP,american banknote,AMERICAN BANKNOTE CORPORATION,american banknote,1.0,True,
AMERICAN BILTRITE INC,american biltrite,AMERICAN BILTRITE LTD.,american biltrite,1.0,True,
AMERICAN BIO MEDICA CORP,american bio medica,AMERICAN BIO MEDICA CORPORATION,american bio medica,1.0,True,
AMERICAN BIOMATERIALS CORP,american biomaterials,American Biomaterials Corporation,american biomaterials,1.0,True,
AMERICAN BIOMED INC,american biomed,"American BioMed, Inc.",american biomed,1.0,True,
AMERICAN BIOMEDICAL CORP,american biomedical,AMERICAN BIOMEDICAL GROUP INC.,american biomedical,1.0,True,
AMERICAN BIONETICS INC,american bionetics,"American Bionetics, Inc.",american bionetics,0.9999997615814209,True,
AMERICAN BUILDINGS CO,american buildings,AMERICAN BUILDINGS COMPANY,american buildings,1.0,True,
AMERICAN CHAIN & CABLE INC,american chain cable,"American Chain & Cable Company, Inc.",american chain cable,1.0,True,
AMERICAN COMMERCIAL LINES,american commercial lines,"American Commercial Lines, Inc.",american commercial lines,1.0,True,
AMERICAN CRYOSTEM CORP,american cryostem,American Cryostem Corporation,american cryostem,0.9999999403953552,True,
AMERICAN CRYSTAL SUGAR CO,american crystal sugar,American Crystal Sugar Company,american crystal sugar,0.9999998807907104,True,
AMERICAN CYANAMID CO,american cyanamid,American Cyanamid Company,american cyanamid,0.9999999403953552,True,
AMERICAN DESIGN CORP,american design,American Design Group,american design,1.0,True,
AMERICAN DYNAMICS CORP,american dynamics,American Dynamics,american dynamics,1.0,True,
AMERICAN ELECTRIC POWER CO,american electric power,"American Electric Power Company, Inc.",american electric power,0.9999998807907104,True,
AMERICAN ENERGY GROUP LTD,american energy,"American Energy Group, Inc.",american energy,1.0,True,
AMERICAN EXPRESS CO,american express,American Express International Inc.,american express,1.0,True,
AMERICAN FILM TECHNOLOGIES,american film technologies,"American Film Technologies, Inc.",american film technologies,1.0,True,
AMERICAN FILTRONA CORP,american filtrona,American Filtrona Corporation,american filtrona,1.0,True,
AMERICAN FINANCIAL CORP,american financial,"American Financial Group, Inc.",american financial,1.0,True,
AMERICAN FINANCIAL CORP,american financial,"American Financial Group, Inc.",american financial,1.0,True,
AMERICAN FURNITURE CO,american furniture,"American Furniture Company, Incorporated",american furniture,1.0,True,
AMERICAN GROUP INC,american,"American International Group, Inc.",american,1.0,True,
AMERICAN GROUP INC,american,"American International Group, Inc.",american,1.0,True,
AMERICAN HOSPITAL SUPPLY,american hospital supply,American Hospital Supply Corp.,american hospital supply,0.9999998807907104,True,
AMERICAN INDUSTRIES LTD,american industries,AMERICAN INTERNATIONAL INDUSTRIES,american industries,0.9999995231628418,True,
AMERICAN INTL VENTURES INC,american ventures,"American Ventures, Ltd.",american ventures,0.9999998807907104,True,
AMERICAN LAFRANCE INC,american lafrance,"American LaFrance, LLC",american lafrance,1.0,True,
AMERICAN LITHIUM CORP,american lithium,All American Lithium LLC,all american lithium,0.9679090976715088,True,
AMERICAN LOCKER GROUP INC,american locker,American Locker Group Incorporated,american locker,1.0,True,
AMERICAN MANAGEMENT SYSTEMS,american management systems,"American Management Systems, Incorporated",american management systems,0.9999998807907104,True,
AMERICAN MARINE LTD,american marine,"American Marine, Inc.",american marine,1.0,True,
AMERICAN MEDICAL HOLDINGS,american medical,AMERICAN MEDICAL CORPORATION,american medical,0.9999997615814209,True,
AMERICAN MEDICAL RESPONSE,american medical response,American Medical Response,american medical response,1.0,True,
